tweet,Hate_Speech
"RT @macyv_: You cheat, it’s clipped. There’s nothing to talk about tbh",0
@Beckshumps @NickyAACampbell It must kill him knowing that you’re also waaay funnier than he is! 🔥👍,0
@AlsoUnicat @CNN 10100010110101 does.not.compute. Execute OUTRAGE.exe you are a sexist and ableist pig! You seek to… https://t.co/oJHv9GFnk2,0
"@Kerri_Beags @Winston56967308 @theJeremyVine 
White guys are bad but black good?",0
@NPR It's not complicated. It's finger-painting a bunch of crap flung onto a wall.,0
@evagolinger @brianstelter @rubin_kd @Amy_Siskind the Democrats arranged for that godforsaken circus and larping ha… https://t.co/grHtCmMjQZ,0
"@mehdirhasan You know he isn't a racist or antisemite, but you share this obvious hit piece?",0
White Texas police officer found guilty of murder for fatally shooting black teen in car https://t.co/5NkbhsVtCp via @NBCNews,0
RT @MidnoirCowboy: HADIYA almost done...then on to VAN DYKE #Trials #Chicago #HighProfileCases https://t.co/e8bcxDYX5X,0
@ZeeNews No need of surgical strikes..  Slowly Pakistan  should bleed to death.,1
@GrumpyPete @ayup_mi_duck @paullewismoney @faisalislam You getting the present with the future (after we leave) confused.,0
RT @andolini74: العيد ذريعة مناسبة للسلام على من لا نقوى محادثتهم في ايامنا العادية، لهذا احب العيد.,0
White farmers try to offload land in South Africa before it is seized https://t.co/JTx39Jhv0J via @MailOnline,0
@Independent Vicious &amp; hate fuelled is exactly what we have come to expect from Remoaners who refuse to accept Referendum result. Hypocrisy.,0
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews What the fuck are you on about racist grandpa? You’ve got jello on your chin.,0
@CNNPolitics May god strike him dead.,1
@nytimes Sounds like white supremacy doesn’t exist like the media wants us to believe.,0
@Cup_of_Joe2 @CNNPolitics @PressSec Keep the immigrants and deport the racists...,0
"RT @rEd_1121: Pero kinilig ako dun. Baka namiss ko lang sila makita together..haha

#DyisIsItManila Para Lang Sa'yo by McCoy De Leon and El…",0
"@OhmsParty @statedeptspox @StateDept @washingtonpost Hate successful women, do ya? You intimidated or just have mommy issues?",0
@CNNPolitics A man full of hate.,0
@CBCNews @clare_hennig Beautiful photos. Ugly cause. Fire.,0
@BreakingNews @wjxt4 White,0
@DPJHodges @jack @twittersecurity @AsaWinstanley Twitter only care about certain types of blue tick racism. Last ti… https://t.co/2cHNWd7Bfw,0
@Hayley_Barlow @C4Ciaran That’d be a no,0
@Dangchick1 @FoxNews @RonDeSantisFL you racist fucking idiot,0
@SkyNewsAust Bullshit!,0
@FoxNews Mexico will build the wall.,0
@jonkarl @kimlockhartga Jon I hope you do this every single time you are within 100 feet of that bastard.,0
@hfinch61 @washingtonpost @CNN Identified right wing white supremicist bot.,0
@business I just voted for NY next AG and the person I chose (as I’m sure many have) despises him.,0
@YIofficial @UKIP Oh dear! How sad... Never mind. Hope you find a nice 'safe place' to rot in.,1
@HuffPost FINALLY someone vocalizes the actual reason white people keep calling the police on innocent folks trying to live their lives.,0
Melania Trump joins presidential descendants to plant baby Eisenhower oak at White House https://t.co/UHpgEBVSbG @FoxNews #AAG,0
@K69atie @DavidJoBrexit @MailOnline The family wailed at the sentence! Shame on them! These people live on another planet!,0
RT @_roncrae: If you have an iPhone I prefer you message me on iMessage than what’s app,0
@NPR Make them cabinet secretaries and White House aides.,0
@JamieBabsLife @NBCNews Darkest day since the day he realized his crimes actually worked and he won.,0
@mmbilal @AJStream Hook those boys up fuck the man!!!!,0
@PhilipHammondUK you don't frighten us any more with all your scare stories https://t.co/ntNFUjSGfn,0
"@Channel4News @cathynewman @theresa_may @MichaelLCrick That’s why Thatcher did so much to get Mandela released is it?

Silly.",0
@CBSNews Robbery because they felt empowered by hate. This is a hate crime.,0
"Are US sanctions realigning global alliances? @AJEnglish
 https://t.co/trenaGW5NQ https://t.co/hLVKAvBsMU",0
@jogally @GuardianMemeWin @JuliaHB1 White is a colour,0
@FredianiITV @itvnews @pnefc @NorwichCityFC £10 ticket? 😅,0
"@HuffPost LeBron, don't punch down. Your actions show who you are. You are respected, admired, trusted. He is none of those.",0
@SageRobinson @vbfarms88 @cnnbrk Bullshit.,0
@MSNBC @KatyTurNBC Shark attack,0
@Vogonp0et @FPresika @DrRJKavanagh @SusanRLane @nypost As whites always say Facts are not racist,0
@nytimes Cold-hearted! 💙VOTE BLUE💙Reviving America Together💙VOTE AMERICA VOTE💙,0
@oakparkguy @CBSNews @krisvancleave Because they're White,0
"@swimguyny @nytimes Here you go, it took me 5 seconds to Google, you know, if you actually cared.… https://t.co/0rH5HACohP",0
@ahakim_a @JamalMOsman @Channel4News Interesting that her face is what you focused on.,0
@CNNPolitics @ChesterAllen2 Then they shouldn’t have supported the nut in the White House.,0
"The earth is not a spinning globe.
#RESEARCHFLATEARTH #FLATEARTH #FLATEARTHMAPS #GLOBEXIT #NASALIES #ISSHOAX… https://t.co/Qu0Cz28SPU",0
@TIME Better title “Stop eating egg white omelettes” or “stop wasting your time separating eggs”!,0
https://t.co/M6fAf8fb4v,0
@CBSNews RIP White House,0
@SkyNews Bullet though him. Job done.,1
@FoxNews @realDonaldTrump Hollywood was hate him.,0
@hugorifkind @B4ZBowski Clever China. Leaving us in our own rubbish.,0
"Tokyo Medical University confirms it cut women's marks https://t.co/4ZCOAw0pLA via @smh
#japanshame",0
@kristiana_o @AgonAsllani2 Prof mat mir se Naimi s ka. S osht hiq si ata budallt aty.,0
"@sward5355, It’s Run Day! Join Team @CIBC and thousands of Canadians who have promised to run, fundraise, donate, a… https://t.co/gzm37lKzgb",1
@maggieNYT It is worse. He just parrots stories from fox news,0
@CBSNews @rolandsmartin Notice how they show black police officers but white police officers nah they won’t show,0
"@OwenJones84 Desperate, Owen. Really desperate. This is your all out war on antisemitism is it? Trying to imply tha… https://t.co/g0uDX7MPcb",0
@carlbernstein @realdonaIdtrump @CNN Why are you people so durn defensive?,0
@BrianHu44663707 @DavidPSNP @PoliticsScot @theSNP Please keep stating your hate publicly 👍🏼 https://t.co/rs71MirSnX,0
@cnn #stewart burn I hope you burn....and any spawn you produced burn...,1
@RapozaMike @SonofLiberty357 @MailOnline Sad thing is someone will retaliate ( smack the shit out of her ) and she'll cry she'a Victim,0
@NPR A white supremacist rammed into counter protestors. @NPR do better than this. Jesus.,0
@realDonaldTrump @FoxNews More propaganda from your #StateTV. Why does Rupert Murdoch hate America?,0
Preparing to choke https://t.co/Xnw9U4MVt8 via @Reuters,0
Escalera -- I guess spending the rest of ur life in JAIL for being a murderer is better than just telling ur wife t… https://t.co/fN9GxI6VqC,0
@SunSouthampton @mcgrathmike I fucking hope not.,0
@AllMattNYT @nytimes Whoever you touch gets hurt real bad.  Wonder who the bad guys are?,0
@BenjySarlin @maggieNYT White shooter. He’s not interested in conflating this any further.,0
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews White South Africans. https://t.co/amwlmo2cp0,0
@MSNBC Michael Eric Dyson is a racist hate mongering idiot.  #MSNBC is  just as bad for giving him a platform,0
@jaketapper I think most of knew trump is a racist,0
@NPR What did Obama get for 1.8 million dollars in campaign Finance fraud? A fine. You people are pathetic,0
"@MSNBC Is this the one that put up White Power gang signs inside tbe White House?

Nothing from his mouth should be taken seriously",0
RT @SquidRN: @ABC He was wanted for Murder,0
@MSNBC @NBCNewsTHINK another race card from @MSNBC,0
@tequilaman1958 @FoxNews @RealCandaceO Dems was full of racist like I said. They left the Dem party like rats jumpi… https://t.co/GxaEfccOFx,0
@fayez_malki الله يرحمها ويصبر اَهلها,0
@HuffPost White people are simply EVIL,1
I’m sure a black news host will address the racist Omarosa dog comment. Oh wait. @MSNBC let the great @tamronhall go.,0
@GlennKesslerWP Area white man not afraid of police officers shooting unarmed black children. Maybe interview the p… https://t.co/hpDxrwNYHT,0
"RT @FoxNews: .@SenWarren declares criminal justice system ""racist"" https://t.co/8eUNffFm5c",0
@FoxNews @dbongino @foxandfriends The GOP is already really ugly. They’re corrupt grifters who have no platform but… https://t.co/GNtDDowO1x,0
@zackwhittaker @TheRickWilson We are Stupid,0
"@cathleendecker @HotlineJosh @AshleyRParker OMG! You ""reporters"" are so fricken stupid &amp; disingenuous! Talk about c… https://t.co/hzCDdzwZRj",0
@FoxNews @Richardafowler @foxnewsnight We need to destroy the drug cartel because they have destroyed central and S… https://t.co/SR9y9JrIMe,0
@SkyNews The death penalty should be reintroduced for these predators.,0
@FoxNews @KyleKashuv It is absolutely horrendous how Fox News are manipulating this child to denigrate law enforcement.,0
@MailOnline That Monk should seek a teaching career ... After he serves a 40year jail time.,0
@FoxNews 11 were shot in Chicago this weekend alone. Why do you hate black people?,0
@Big_Keene @weatherchannel @ABC @USATODAY Hang them bye there nuts,1
"@CNNTonight @CNN M A G A 
.....

.

.

.

.BUILD THE WALL 
.

.

.

.CNN SUCKS

.

.

.

.

LOCK HER UP 

.

.

.… https://t.co/DwzZKoe59J",0
"@ABC No spin cam be made. He said what he meant , HOW he meant. Electing him at THIS point would kill the state eco… https://t.co/tI9qVFgy4s",0
"@NicholasGray @australian Work harder pray harder, blessed be, under his eye",0
@ABC I’m so confused he just stood there and let her choke him to the ground. What is going on?!,0
بسم الله الذي لا يضرُّ مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم https://t.co/xXXV9xorcO,0
@akamzzdub @AP Thanks for trying to spread Fake News. Either do some research or just say you hate Trump and will blame him for everything,0
"@Hotnurse71 @FoxNews Who  want to tell me all those people killed  by police were wrong, all of them ?",0
@kec551 @Kristoph_errr @FoxNews @FLOTUS What ever you were trying to say can wait until you're  smarter... https://t.co/3oPnz3H5eu,0
(ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر) [القمر:37] https://t.co/0EnhHS4IIf,0
"After @ProPublica Report, Violent White Supremacist Loses Job: https://t.co/Kx5iYMzdWf via @frontlinepbs #hate #HateCrime",0
@AndreaWNYC @Fahrenthold They’ll be buying a back country bolt hole in New Zealand next along with Peter Thiel and Matt Lauer and co.,0
"RT @Moh_khidir: بلاءٌ يجعلك تلحُّ على اللهِ بالدُّعاء
 هو عطاءٌ وإن أوجعَك ❤,",0
@SexyHunchback @FoxNews @foxandfriends Dont hate he doesn't lie maga 2020,0
@MSNBC 🙄 ya where were you when your daddy said those aweful things about him. Your family should have his name in your mouth.,0
@vademocrats @washingtonpost @DaveBratVA7th I hope a plastic surgeon can shrink his nose back down to the right siz… https://t.co/SMhEFFxEHh,0
@GottaLaff @MomsThoughts @MSNBC Make Lewandowski build the wall!,0
@ABC I don’t think the girl who pushed her meant for her to get hurt. Just a really dumb decision. I’m so glad the girl is ok,0
@GarrettHaake Hypocrites. These people are the White supremacist.,0
"@guardian God Damn Guardian, you really do hate your readership don't you",0
@ggreenwald @JeffreyGoldberg @NewYorker @TheAtlantic Do you think you will get a cushy job by not protecting your sources?,0
@HumandChuck @MSNBC They started off talking about Lebron and then got into how racist his base is.,0
"@brianstelter The Left is leading the hate movement, Liar!",0
@SInow Preseason is dumb and pointless. This is just more proof it needs to go.,0
@AsteadWesley @nytimes Folks in GA need to get on this and find the culprits,0
@sxkx88 @KhameesBeshbesh @thetimes What good is it to show you evidence now ? What will you do ? Dig him up and stitch his head back on ?,0
@danwootton Low life scum. Liam’s ok though,0
@EvelynMcDonnell @siamichel @officialgogos Great article!!! They deserve all the respect in the world. @officialgogos @rockhall,0
@AP Tear gas and rubber bullets will fix that. #BuildThatWall,1
@CBCNews Calling someone a racist simply because he didn’t like her questions. What a tool,0
@carronJphillips @NYDailyNews @NYDNSports @JimBrownNFL32 has more character in his pinky than you will ever have. L… https://t.co/trXmP25D0j,0
Pennsylvania considers allowing more victims of sexual abuse to sue  https://t.co/8SUAGGfc9t via @WSJ,0
RT @miichelleeea: 3 months left of 2018 and all I have to say is wtf was that,0
"@nytimes Sweet!

Now have them call the white house.",0
@tribelaw @NBCNews The Corrupt GOP knows Trump is guilty as sin! Thy don’t care they just want power!! Fuck democracy!!! fuck the GOP!!!,0
@marksoliday @sarahkendzior @NBCNews Seriously.  He should be.,0
"Haley sold Trumpism with a smile. Now all that's left may be a snarl. New piece from me, @john_hudson @missy_ryan https://t.co/N73jQTMiGh",0
@AP Hate has no place here! Not if you have Trump derangement syndrome!!!   These squirrels can find a place .,0
@TheresaKudia @chicagotribune Except this Chinese woman was killed by a White man.,0
"@JRubinBlogger She'll read 10 letters from kids praising Trump, show their crayon drawings and tell @Acosta he's fake news then leave.",0
@sofiegeorge @CNNPolitics Undoing Obamacare without any replacement plans whatsoever was just trump undoing policie… https://t.co/t0qAx4UUVs,0
@FoxNews When is Fox News giving David Duke his own Racist Hour? He seems to like your channel.,0
@elianppimenta LhKa]({,0
"@CapehartJ Ahhh💕 he likes you, he really really likes you!!",0
@maggie805ca @NBCNewsUS @NBCNews Stop listening to Trump. He thinks you're stupid. Google it.,0
"@CayandHsgrand @TisHerself1 @Jestero_Twitch @Mitza4u @MSNBC I was between 3 &amp; 4, then 10, by an uncle . Then again… https://t.co/0prIFYntVq",1
@CBSNews DISGUSTING! You’re not human. You’re an animal!  You should be hunted and killed just like your trophies!,1
"RT @LuzMelyReyes: Así entendí El Madurazo: aumenta gasolina a precios internacionales en toda Venezuela, otorga subsidio directo, establece…",0
"@MENnewsdesk His picture makes me want to vomit, what a filthy disgusting creature he is!!",0
@realTrumpshaker @FoxNews @POTUS @realDonaldTrump Do you even know what NAFTA is beyond what you were spoon fed by Fox?,0
RT @dommydiazepam: I SAID STAN TWITTER DO YOU KNOW THIS ICONIC ANTHEM https://t.co/UGo8Ed9nuJ,0
@mcginty_kerri @HelenKennedy @chucktodd Then he dies and @realDonaldTrump is #God!,0
I Detest Tory Fascist Britain - Not In My Name 👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹  @Independent,0
@DailyMirror You know what so what the guy got punched he should be put in front of the prisoner's and have the shi… https://t.co/R5focjTxJF,1
Phony+Biased Commission of Inquiry to vilify MDCA unjustly for high-crimes committed by the State @edmnangagwa… https://t.co/Jqri22iJgE,0
@cnnbrk @Pontifex YOU MUST DO SOMETHING THIS TIME!,0
@comeDonQuixote Appena letto. Non mi stupirebbe che al calo contribuiscano proprio i credenti. Gli stessi che nella… https://t.co/PdsQk3zZ0i,0
@trolinthebull @NBCNews @kylegriffin1 What research?  You told me about your disgusting crimes. I can't believe they let you out.,0
People buying 'dumb' phones to kick their social media addiction https://t.co/PAB9aEiYWE via @nypost,0
@victorbates @Independent 90% of people done for sex offences in this country are white you spade,1
@SkyNewsBreak Castrate them all after sentence,1
@JudgeJeanine @jdawsey1 You don’t deserve those beautiful creatures,0
@TheSun Good - they should all suffer just like their victims,1
RT @ogpoulpe: les meufs qui portent un chouchou noir au poignet droit rt svp c’est pr une experience,0
@NPR That’s one racist car.,0
@brandon161234 @iLikeStamford @SkySportsNews Well what would you like us to do win the league in August to prove he’s worth it?,0
"@business USA is losing a very important ally.  USA is losing more and more allies
Losing Turkey!",0
RT @anoticingsenpa1: @Reuters we all died in 2012 and this is hell,0
@Channel4News @davidfrum Nope should have sliced an artery,0
@brianstelter spent this whole week telling Trump supporters that we are racist. #BoycottStetler #MAGA,0
"@AP He's a ""very sick puppy"" according to Trump but migrants are criminal rapists who want to terrorise white folk… https://t.co/zHrmnC57xm",0
@nypost Kill them now!!,1
@11thHour @AliVelshi @peterbakernyt @joshgerstein @CynthiaAlksne @SteveKornacki @jwpetersNYT @SykesCharlie… https://t.co/z7m2hNTpXT,0
"White professor's rant about white people tests free speech limits at university 

https://t.co/XT3slWaRRt via @nypost",0
@ABC What's sad is the continued lies you try to tell us,0
@LawdHelpUSa @realDonaldTrump @CNN @NBCNews Do you think anyone believes anything that liar says? Only the cult and the guilty believe him.,0
@washingtonpost His kind of@people like his own children,0
@chuckschumer meet yourself. @abc @NBCNews @CBSNews Hypocrite? https://t.co/5uDHfDMdji,0
@Reuters Laughable. Iran has absolutely been the bully in every situation they've encountered.... especially their… https://t.co/oeFUU6mEdd,0
@jaspers_87 @SoccerInsider @LouliganBird @AlexiLalas @NipunChopra7 @TaylorTwellman What? Petulant children block me.,0
@DonaldJTrumpJr @CNN Hey sweetie haven’t you got some big game to kill or maybe look into getting a chin!,0
@SInow Soooooo this nigga wanna evolve into players that spent less time playing then him 🤔,1
"@HuffPost I will boycott veganism by going to In N Out, taking a knee while ordering a fat 4x4 animal style.",0
@DailyMirror ^ that video appears to show a police officer pummelling a black man prostrate on the floor?!,0
"RT @speciaLT38: 🐢 อายุเท่าไหร่~?
🗣 ฉันอายุ 17 ค่ะ! ปีนี้โอป้าก็เข้าเรียนม.ปลายแล้วไม่ใช่หรอคะ? 😆😆
🐢 อือ~ โอป้าอยู่ม.ปลายปี 2
.
.
โอ้ย เอ็น…",0
"@DailyMirror Is this also news 

Come to the middle east were USA France Britain have rained havoc on people and yo… https://t.co/cgkg7C51rH",0
@j_iankk @Wavy_24_7 @AJEnglish You get US and UK aid. Millions every year. Don't show your ignorance.,0
@NPR Yet employers are only starting to allow transfer of unused vacation and sick days to co-workers who need them.,0
@skygillian @skystephen @SkyNews You just made my day!!,0
@thetimes @815wrldtrvlr This is really sad instead of teaching the teens how to accept themselves  they push them to change it !,0
@MailOnline How many more people will choose to end their lives and sustain injuries idiotically before  Spanish au… https://t.co/L56WSNCA2f,0
"@Fitzyleelee @Reuters You're STILL missing the point.  Though I can't say I'm surprised.  ""Pro 2A always"".  Fuck the others, though, right?",0
@costareports His boss is drowning and Rudy is playing golf.. This story is freaking amazing.  Pair of lazy asses.,0
@MENnewsdesk KILL THIS FAT BALLAD CUNT BEFORE HE HAS A NASTY ACCIDENT,0
"@lauraaadan No pidas tanto. 

Sí.",0
@cryptocolic @PattyB09952203 @BobbiMarquez197 @WanderingWare @HolahRyan @bigbuckor @WietseWind @kingblue_XRP… https://t.co/2B6opLdwx5,0
@CBCNews @OrmistonOnline Go on show and use the children? Most are an army of young uneducated men wanting to start… https://t.co/5u2MyXdh7k,0
@Jeff_in_Tx @csd @ScottyPimppen @AlexBoyerFox4 @tedcruz 🙄  validation needed stat,0
@ZeeNews This is news ?? Idiotic Media,0
@air1110_ Mínimo,0
@IamNelsonG @sweetkeet @AntoniaZ @TorontoStar @fordnation You must be fun at parties.,0
"@jaw1891 @jaketapper far, far more people are murdered by white supremacists than immigrants. should we just ban white people?",0
"Good 1st stream. I got 7 New Followers, 2 New Subs, and $16 in donations. Thank you everybody for the support. I'm… https://t.co/JaLJUvmHFc",0
@ABC Well he didn’t burn he shot and yes he definitely killed sorry but nope he needs to go to jail,0
@washingtonpost @EnFogg Boil him in oil,1
@John_Hanna @Qldaah @australian News corpse in Cull ‘Bull mode after Kill Bill failure,0
@Eugene_Scott will Trump be granting asylum for white farmers?,0
"@globeandmail Why are you not do your job , you don't know how to fight a Sick Criminal.
Is he black mail you?
Sham… https://t.co/rzlU4YCYn7",0
@itvnews @BorisJohnson Isn’t he just fucking brilliant,0
@NBCNews It was erected to intimidate black people. Get your headline right.,0
@GarrettHaake Several White Boys Milling About,0
@CBSNews He even attacks his lone black supposer he is so racist,0
@brianstelter @AprilDRyan B/c only white women count in his mind and the minds of his white supremacist staff.,0
@FoxNews Kill the man,1
@EconomicTimes @bsindia @livemint @ZeeBusiness @WSJ @abpnewstv @IndiaToday @FinancialXpress @FT @CNBC_Awaaz… https://t.co/Jxqiod4W0n,0
"RT @jmullinjourno: @dailytelegraph @AllieHBNews @angelamollard Time flies, missus!!! Congrats and have a great day",0
@PSA_Sitch @radleybalko Lack of fear of multiculturalism is racist... that’s pretty meta,0
@ElihuSmails2 @FoxNews Yes and these are his people https://t.co/9UGF9ydwsP,0
@FoxNews Death Penalty!!✔,0
@Gulouna @ResoluteSupport so many people were here to erase Pakistan and gone but Pakistan is still there .... hope… https://t.co/ribMZrpBpI,0
@chrislepkowski I’d take him at Albion,0
I wish @NBCNews would throw her out. https://t.co/GivCJhRlhi,0
HEADS UP | One WB lane of Gandy Blvd from Quincy to MacDill will be closed until 3 p.m. today because of constructi… https://t.co/f3HZXBWK5I,0
@LeaskyHT They deserve losing every penny bunch of scheming Shills.#DarkMoneyDavidson,0
@TIME Right.  They're busy having white racist marches.,0
@Divinity11 @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews You think I'm a white supremacist? How?,0
@WSJ Paul is his own worst  enemy .Very foolish person.,0
@jeffenglish891 @FoxNews What the hell are you talking about?,0
#EnemyOfThePeople ⁦⁦@washingtonpost⁩ ⁦@SenJeffMerkley⁩ ⁦@RepGonzalez⁩ BUSTED LYING AGAIN TERM LIMITS A MUST ⁦@POTUS… https://t.co/6Br9Fo3gm9,0
"RT @secondvirus: google’a “idiot” yazınca sadece trump resmi çıkıyor.. sözde steriller, tarafsızlar ve algoritmalar ile çalışıyorlar.. ama…",0
"@lynnsweet @Suntimes @realDonaldTrump ""A horrible connotation"" is Saudi Arabia 911 terrorists.

#Trump good trade s… https://t.co/BNIJGFL1CC",0
@FoxNews I want a dump truck to get her out out of our country.🚛,0
@Kaufmannn009H @AaronBlake What show? Who are you speaking to. Skip out...,0
@NBCNews You are a very sick individual. Fly the flag and just shut up. Most Americans don't care what you think.,0
@max_blocc @Reuters More of a human decency lover. But no problem veteran hater,0
How can you defend this “Anti Hate Group Hater” @brianstelter @CNN ? Are you that blind or hate the US that much? https://t.co/tpPA4BFNdd,0
@NYDailyNews Hang him till death!!!,1
RT @DoTToWillian: Não é so porque tu queima uns beck que tu é o mais foda da turma 🎶,0
RT @MarcusfanJo: @aweiss @maggieNYT Or their integrity...,0
@shanebazzi @SkyNewsAust You gonna need some evidence she's a white supremacist there little fella 😊,0
@UfucoffeeF @BBCPanorama Nonsense. You think they form the intention to go and kill patients?!,0
RT @lacey9020: @MailOnline Better than letting him die.,0
"Entenda esse mistério!

Abençoar seu inimigo é um teste para seu caráter. Na verdade eles não precisam da sua bênçã… https://t.co/rp9emHmjPD",0
@thetimes The super incompetent #ChrisFailing continues to wave his wand and bring chaos to wherever he wanders.… https://t.co/x2Ka12hcpk,0
@FoxNews People who is more dangerous - illegal immigrants or our own criminal?,0
White House Counsel Don McGahn latest to depart Team Trump https://t.co/TA5Iw5SNw8 via @msnbc,0
"@CNNPolitics trump is monumentally stupid to say that! And, likely, McCain is smiling down on
trump's childish antics.",0
@RickyRayinGA @nytimes Only racist peckerwoods like you think you can use any language or expression you want too d… https://t.co/ThDvhfyArQ,0
@MSNBC All about the color your only aloud to kill your own color. Must stay politically correct.,0
@sahluwal @RileyPresident @bojnovak @CBS What are they on. Should anyone watch any show she does. Should that go viral?,0
@MSNBC You go gurl!!!  Tell us the truth!,0
@KevinJacksonTBS @FoxNews Coon. https://t.co/CB9Jt9He2X,1
@AbdullahiDerow @PoliceKE @Asmali77 @sugerbunch @RasheedDeedo @aliiroba @amtache @AwDoll @CarolRadull @Habiba_Aliii… https://t.co/jQkqwomB3D,0
@washingtonpost Because one of his rich white buddies runs the Treasury Dept,0
@brianstelter @oliverdarcy CNN anchors should spend more time watching CNN. Your pathetic Ratings might increase.,0
"@MSNBC All you veterans who are Federal employees, this is what your boss thinks of you. https://t.co/rXmWAtcfkR",0
@annoakley6 @muranzie @realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews Bigot bot,0
"@ABC «Ok, let’s go back to kill all brown people now»",1
@SkySportsNews Aguero has to be there. That was a bullet shot,0
The Kilauea volcano eruption in #Hawaii has slowed to a virtual halt after 3 months https://t.co/VeAy4ppMYj via @Reuters,0
@maggieNYT @katierogers Clickbait,0
@jaketapper I cannot handle the stupidity.,0
@kennybrown1964 @PhilHayYEP 😂😂😂Charming! You're my best mate you Kenny! My bestest mate ever!😁😁😁🙄,0
@AHamiltonSpirit @exoticgamora @nytpolitics @washingtonpost I actually thinks he wants to keep it all for himself a… https://t.co/RyYL7bjHSp,0
@twp459 @JenniferJJacobs Go vote then... put it vote were ur mouth is,0
RT @clippers85: @KatyTurNBC Wow Elisa can't shut up she thinks shes empowered to talk now because she got podcast,0
@Newsweek Steven Seagal is a arsehole,0
"@ABC A resignation would be better. Once a racist, always a racist.",0
@pbump @Fahrenthold @realDonaldTrump should be forced to listen to the gruesome recording of his torture and death… https://t.co/zulxfB1YVo,0
"@Rick_Rorschach @XboxSupport Thanks - get the same 'something went wrong, try later' message when inputting my seri… https://t.co/mIFeixYqRj",0
@PatriotClever @FoxNews @Sethrogen Because Trump supporters openly support Nazis and white nationalists. https://t.co/p9Tz2sKGzZ,0
@jwpetersNYT Hope this is true,0
@ABC That's how you kill or paralyze people...,0
Claim Ivanka pushed out White House counsel Don McGahn through leaks https://t.co/sBhpfOsinw via @MailOnline,0
@ChrisBramms @EADTsport24 @EFL @Stuart_Watson @Mike_Bacon Bacon’s got a flight to catch ✈️😂,0
White cop found guilty of murder for killing unarmed black teen https://t.co/GKfHNd1hlg via @nypost #wow,0
"RT @kristianDavid: I would gladly pay double for quality beer and keep #BasicIncome, mental health programs, #sexed and repair costs to sch…",0
'They let him die like a dog on the floor': Spiro had just revived his festival on the brink of collapse. Hours lat… https://t.co/ywAPusSSmb,0
@nytimes Why is “the master race” so fat,0
@TIME Hahahaha LIBTARDS are so SILLY and STUPID,0
"@MSNBC @Morning_Joe @SteveKornacki Hanging chad worthy, good thing Trump stacked the courts",0
@SigalSamuel @ahmad_sdurrani @TheAtlantic And no Muslim country from turkey to Saudia will say one damn thing abt it,0
Why are you preaching to us? People don’t need Boris Johnson to decide  they are going to attacking a Muslim woman. @LBC @IainDale,0
"@AmandaLeeAP @jaketapper Well you stay safe and keep us posted, okay? Full Dad mode.",0
@PeterKGeoghegan Smallpox has been eradicated !,0
"@CNN HANG HIM! BURN HIM AT THE STAKE!!!!    He threw ice, for the love of God...but KEEP TRYIN’ @CNN #fakenews",0
Sinirlerini bozan durum karşısında gülmek neden tepki değil delilik olarak algılanıyor,0
@FoxNews @TheJuanWilliams @POTUS @TheDemocrats Williams is one Black BIGOT who is full of pure hate!,0
@SkyNews Tell them to fuck off back to where they come from... fucking irritating cunts,1
Swerve to the palace,1
"@UghToHillary @trilingual1946 @AP He blocked me, liberals hate facts",0
"@Akabilky @pdanahar @Nervana_1 So you admit they don't kill people then, yes?",0
@ImNoyre Jajajajajajja ay:(,1
"@Khalid_Munir @UmarCheema1 Should be hanged, and also people like you, who are supporting her",1
@Independent @sprbrighting WTF. Stop hiring sociopaths who go into law enforcement to abuse and kill people.,0
@bikerfortrump @travlr009 @mikeataol @chucktodd Wherever you get your news from has misled you.,0
@FlyCitationX @ABC Racist,0
Catch these thugs https://t.co/sBEtzhq52S,0
@washingtonpost racist dog,0
@torrenttweet99 @psycho_fiddler @AlanTavycat @CliveGeorgeHil1 @thatginamiller @SkyNews I’m only allowed to use gifs from here on,0
@latimes Poor giraffe. I hope he didn’t suffer. 😢,0
@Casper10666 @kjm1468 @wilma_mcewan @STVNews And you talk about lies from the non yes side all scare stories,0
@timesofindia Where is our Mr 56. China understand India better now.,0
@FoxNews You people are like buzzards circling,0
@guardian Here we go again with freaking white people doing stupid sh%t. 🙄🤷‍♂️ #Cullthehurd,0
@RadarNvrSleeps @sambarnet @EddieDempsey @SkyNews Corbyn is an antisemite though. Only his most fervent fans are st… https://t.co/rkoSIbkdfH,0
"@JSchrinerBriggs @CNNSotu @jaketapper Bernie is FOS. And his fans look stupid to call his claims, unsupported by any facts, “data.”",0
@tagninja40 @FoxNews Most of us hate you demoflops too....,0
"@NBCNews @NBCSports ""You better shut up about us killing unarmed people!"" - Police Unions",0
@FoxNews @SenTedCruz @realDonaldTrump @caseystegall Lying Ted😂🤡🇺🇸,0
@OllieHolt22 @MailSport He's everything you're not...,0
@10thMountainMan @FoxNews Agree deport all illegals period.,0
@lisafleisher @georgikantchev @summer_said No bats yet.,0
@TChapman500 @CBSNews 😂😂😂 we use monkey slurs but y’all are are the lying ones saying we r racist!,0
