Mike,,id,created_at,text
,233200,1.23629E+18,Sat Mar 07 13:49:43 +0000 2020,@kimalex3 Definitely time to point fingers. Especially considering Logan and the LA Board of Supervisors were warned this would cause mass voter suppression.
,138826,1.23527E+18,Wed Mar 04 18:41:18 +0000 2020,"@MsCBBoots @hyper_cubed I could swear the impotus in chief launched a whole commission into rampant voter fraud. Oh yeah, he did, and guess what? It got shut down cuz they found there was no widespread fraud they could prove. Conservatives only win if they cheat"
,199317,1.23562E+18,Thu Mar 05 17:21:07 +0000 2020,how in the hell is this legal? GOP voter suppression Long lines at polling places in Texas' Black and Latino communities on Super Tuesday have already impacted the November election. https://t.co/MueR8O2HCw via @HuffPostPol
,224763,1.23605E+18,Fri Mar 06 21:44:29 +0000 2020,@KyleKulinski Biden is a fake candidate with fake support running on a fake narrative. He hasn't held 1 rally or filled 1 stadium of supporters yet we are to believe he's winning? Blatant election fraud. Nothing Sanders does matters if we can't call out this fraud.
,10535,1.23419E+18,Sun Mar 01 19:02:49 +0000 2020,"nope, I registered twice and my name wasn’t on the list where I was suppose to vote. I feel like it may have been some form of voter suppression @_liano no tf u not a register voter did u vote last time? If u did then ur still registered"
,221938,1.236E+18,Fri Mar 06 18:53:16 +0000 2020,Did voter fraud help Dems win seats in 2018 ? If so how will voter fraud be eliminated in 2020 ? Better be working hard now to stop ! GREAT NEWS!!     California Republicans Lead in 6 of 7 Districts Lost to Democrats in 2018 https://t.co/3EerSkNxfb via @BreitbartNews
,218790,1.23593E+18,Fri Mar 06 14:24:24 +0000 2020,"This is voter intimidation. Peruse my threads for 100s of neoliberals using voter intimidation tactics.   I've been abused, insulted and told to fuck off and kill myself for stating that since I am not a Democrat I will never vote for Biden.   #VoterSuppression   @ACLU https://t.co/J2NOAxZ3cP @fvkntk @teddy_cat1 @DavidAgStone @BrenMCO @ProudResister @JoeBiden @BernieSanders This isn’t just about 4 more years with the moron in the White House. His erosion of the institution, undermining of the free press and use of DoJ and senate as partisan tools erode the fabric of the republic. But hey, we’re all Trump supporters to you right?"
,76010,1.23508E+18,Wed Mar 04 05:59:49 +0000 2020,"@coords1306 @ezraklein By off the rails you mean allowing a white supremacist dictator to complete the transition to a right wing federal judiciary, voter suppression, and control over women and their bodies? If this election is about Bernie vs the Democrats that’s the problem. He’s doomed."
,218618,1.23593E+18,Fri Mar 06 14:09:27 +0000 2020,"@plazynoodles Voting in general is not useless but with the state it's in in America with voter suppression, delegates doing their own thing no matter what etc... I get how they can feel their voting system makes it useless for them to vote"
,161018,1.23533E+18,Wed Mar 04 22:20:04 +0000 2020,"@MaggieJordanACN @BernieSanders Only the most privileged white folk would believe that there wasn’t voter suppression against young people, poor people, and people of color"
,95203,1.23516E+18,Wed Mar 04 11:01:21 +0000 2020,"Why do @TheDemocrats @DNC pretend that we actually have get a say? They just rigged election, it's impossible that @JoeBiden got that many votes. @realDonaldTrump #Rigged #RiggedElection #CorruptDemocrats #CorruptDNC #BernieOrBust #BernieSanders #Bernie2020 #BernieBros #BernieBro https://t.co/8qFuAmKAai"
,155313,1.23531E+18,Wed Mar 04 21:08:55 +0000 2020,"White supremacist: voter suppression is ""non existent"" [sic].  Me: Here's several academic papers providing dispositive evidence to the contrary. Voter suppression exists and is harmful.  White supremacist: https://t.co/VaoimfQFdO @rdsathene @GOB3S @DrJillStein Hardly a peace that should be cited as an authority. The proof of the fact that what you say is utter nonsense are the millions of minorities clamoring to enter the US legally or otherwise."
,201947,1.23564E+18,Thu Mar 05 18:55:25 +0000 2020,@nicfschwarz @trask_spencer @dougslaton @jessicsm He’s only getting the Black vote because we think white voters will go for him. But he can screw that up by not being enough of an alternative for white voters and not addressing voter suppression.
,133209,1.23526E+18,Wed Mar 04 17:39:05 +0000 2020,"@Kris_Sacrebleu Oh yeah, voter suppression is still alive and well in Texas. A take one damn guess why."
,232442,1.23626E+18,Sat Mar 07 11:58:24 +0000 2020,"yes, obviously the real voter fraud problem is undocumented people with fake ID - oh wait, another Republican fucking with voter records? I’m SHOCKED A Florida woman has been arrested for changing the voter registration of 119 Democratic voters to Republican or no affiliation.   https://t.co/76bxT1jRKz via @politicususa"
,181115,1.23542E+18,Thu Mar 05 04:01:45 +0000 2020,@00_newton @1GreatFisher @Ilhan What's sick is the fact that she is in Congress. It has to be voter fraud
,64399,1.23501E+18,Wed Mar 04 01:11:49 +0000 2020,@IslandGirlPRV Just like they found no evidence of voter fraud back in 2010 when he maliciously prosecuted these black voters.  https://t.co/3PtjQh9Fur
,49743,1.23465E+18,Tue Mar 03 01:13:26 +0000 2020,"@buddhafl Yup voter suppression bullshit, and she still thinks she won the GA gubernatorial race lmao"
,130886,1.23525E+18,Wed Mar 04 17:12:45 +0000 2020,"@BVayna @TheNewThinkerr @BenjaminPDixon Yes. That's what Bernie's camp have been working on. Honestly, I don't think anything wrong with the campaign's efforts. I believe voter suppression and election fraud are at play."
,55950,1.23489E+18,Tue Mar 03 17:06:39 +0000 2020,reminder that the united states government is the largest terrorist organization on earth so don’t feel guilty for committing voter fraud. ¡now get out there and let ur voice be heard legally or not! :D
,181836,1.23542E+18,Thu Mar 05 04:19:27 +0000 2020,@pam_sands @Scotus Dimocrats want the illegal votes. They need them to win by cheating.
,149122,1.2353E+18,Wed Mar 04 20:05:25 +0000 2020,"You realize the only folks that have an election was rigged when it was over have been democrats. #RiggedDNC is exactly the reason why @BernieSanders and some of his supporters are no better than trump.  Support your preferred candidate, but if/when they come up short, don’t mimic trump claims of rigged elections.  Reminder - you’re democrats, not republicans."
,56631,1.2349E+18,Tue Mar 03 17:36:58 +0000 2020,"@thedailybeast I enjoyed the vid, because she's calling republicans out for hypocrisy... The problem is she admitted democrats rigged election against bernie in 2016...  Oh, well.  😐"
,137917,1.23527E+18,Wed Mar 04 18:33:51 +0000 2020,"this is called voter suppression. how many folx have the time, energy or inclination to participate in civic duty + liberty when the govt infringes on such but only in Black communities and/or communities of color. #VoterSuppression This is seriously screwed up.  It shouldn’t take anyone seven hours to vote in the United States of America."
,196419,1.23559E+18,Thu Mar 05 15:45:41 +0000 2020,"Justice Roberts has slowly been reducing democracy. Corporations are people, there are no signs of voter suppression anymore and it’s ok to gerrymander. This is a Supreme Court that protects our constitution and liberty ? No way. It’s a capitalist corporation Justice Roberts objects to Schumer's statement against 2 right-wing justices Quiet as a FUCKING church mouse about Trump*'s attacks on 2 liberal justices No more talk about him being fair That fucks in on the coup OR he's scared of Trump* which makes him a pussy ass bitch LMFAO"
,53204,1.23477E+18,Tue Mar 03 09:19:46 +0000 2020,And all of this is a recipe for leveling accusations of “you rigged the system against us” at the people who the system is actually rigged against. You have white men indirectly accusing women of color of voter suppression and election rigging. /11
,122446,1.23523E+18,Wed Mar 04 15:46:41 +0000 2020,@coalminds @HKrassenstein Closing polling stations in majority minority neighborhoods makes voter suppression in the Democratic Party very real!!
,95880,1.23516E+18,Wed Mar 04 11:18:19 +0000 2020,"If you don't believe that Trump has the most dedicated supporters...  ""Estimates each letter to be about 250 feet.""  😂🤩 Such a WISCONSIN Story: President Trump support carved into Lake Winnebago ice https://t.co/MYRvhfIEtY #maga #wiright #SuperTuesday https://t.co/qoWiKH60ak"
,148097,1.23529E+18,Wed Mar 04 19:55:23 +0000 2020,"@michelleehrman Gotta love that good, good voter suppression."
,129627,1.23525E+18,Wed Mar 04 16:58:13 +0000 2020,"Rampant voter suppression, a la 2016. This is part of how the DNC rigged it for Hillary's coronation and we have no reason to believe they wouldn't do the same for Biden. Last night terrible for progressive movement, but blame game targeting ""others,"" like young voters who didn't vote, the ""establishment,"" corporate media seems problematic, avoids any responsibility. Who/what do YOU think is ""to blame"" for what happened last night?"
,141611,1.23528E+18,Wed Mar 04 18:57:31 +0000 2020,.@BernieSanders is the best chance for biggest voter turnout against Republican voter suppression and Trump.  Trump will not want to debate Bernie. Trump can’t run to the left of Bernie.  But Trump will easily run to the left of Biden. Just like Trump did against HC  #Bernie2020
,206043,1.23567E+18,Thu Mar 05 21:05:52 +0000 2020,i dont believe Biden has any legitimate large amount of support... i believe most his votes r fake... i really hope people r not dismissin how big a problem election fraud is where democrats have the opportunity to do so...  this issue could determine the next election......
,190294,1.23554E+18,Thu Mar 05 12:25:47 +0000 2020,"It’s not about #joeBiden vs #BernieSanders vs #Trump, it’s really about voter suppression.  Stand up and vote these people out!  #latinoguide #latinopolitics #latino #latinx. https://t.co/9GVco9mJ4Q # via @HuffPostPol"
,147726,1.23529E+18,Wed Mar 04 19:51:17 +0000 2020,@intersectionalx Yeaaa I have fam that lives in Texas and Louisiana. 😞 Local Governmental schemes for voter suppression are ridiculous. Finding the exact place to vote was so confusing my last vote in LA.
,131018,1.23525E+18,Wed Mar 04 17:14:29 +0000 2020,"Hold on isn’t that what Democrats pursued? that trump won a “rigged” election by Russia haha what rigged election did trump lose that his followers got mad about again?? #RiggedDNC is exactly the reason why @BernieSanders and some of his supporters are no better than trump.  Support your preferred candidate, but if/when they come up short, don’t mimic trump claims of rigged elections.  Reminder - you’re democrats, not republicans."
,38119,1.23451E+18,Mon Mar 02 15:54:10 +0000 2020,"More rethuglican voter suppression: Analysis “confirms what many activists have suspected: the places where the black and Latinx population is growing by the largest numbers have experienced the vast majority of the state’s poll site closures.” Texans, don't be sidelined by the GOP's attempts to suppress, cheat &amp; steal. Be overcomers. VOTE ANYWAY. There's too much at stake not to.   https://t.co/9C413wOT2p"
,63873,1.235E+18,Wed Mar 04 00:19:48 +0000 2020,@Athebeach12 @jennycohn1 @BetteMidler @VoteTexas @Taniel Texas is really good at dishonesty and criminality in ejections and bitter voter suppression . It’s The Heart of Texas  /- in politics which is literally a blood sport
,48369,1.23462E+18,Mon Mar 02 23:29:07 +0000 2020,A lot of these laws relating to bodily autonomy and voter suppression schemes will come before federal judges and then the SCOTUS in the next year or two. Who do you want appointing them? If you can't figure this out or are unwilling to you are VERY complicit in this mess.
,184271,1.23544E+18,Thu Mar 05 05:34:26 +0000 2020,"@SallyAlbright @ezrateach He's crying ""election rigging"". That's not new.  It's been the battle cry since 2016 of both Sanders as well as his 'brother from another mother' .... Donald Trump."
,180419,1.23541E+18,Thu Mar 05 03:44:44 +0000 2020,"@briebriejoy @thecatsmeow0410 And that's even with the closing of polls locations, dropping people off the rolls, vote flipping and forcing people to vote via provisional ballots. #Bernie2020 #PresidentSanders"
,184832,1.23544E+18,Thu Mar 05 05:58:01 +0000 2020,"@wiczipedia These are all fair points.  But what would you call intentional voter suppression, by doing things like redistricting and closing most polling places in majority non-white areas, but not in white areas?  That's still absolutely systemically meddling in the electoral process."
,81814,1.23509E+18,Wed Mar 04 06:40:57 +0000 2020,"Rachel, if you report @shaunking to @twitter support it will carry more weight. This isn’t freedom of speech, it’s election manipulation by spreading lies. What?  No. I didn’t report any such thing."
,43209,1.23455E+18,Mon Mar 02 19:03:14 +0000 2020,"@Tore_says Been saying that for a year already... he's the easiest to remove leaving her as president - that is, if they win.   Hope you and @Millie__Weaver continue to follow up on the election fraud info you sent to everyone and their brother!"
,147696,1.23529E+18,Wed Mar 04 19:50:57 +0000 2020,"@kevinjbrown65 @WanderlustOld Nothing but election cheating by Democrats, but they call Republicans racist for wanting Voter ID!! They call it voter suppression, all while canceling out legal votes by Democrat illegal votes!! Who is really guilty of voter suppression??? Nice one Kevin!!!"
,48911,1.23463E+18,Tue Mar 03 00:03:04 +0000 2020,"No crowd Trump rallies, and phone voting fraud. Virus really hurts Trump. 5G and Virus weaponized.  WAR ROOM (2nd HOUR) Mon - 3/2/20 • Cyrus Parsa, News, Calls, Reports &amp; Analysis • Infowars https://t.co/fhfTTUHbXl #BitChute"
,177268,1.23539E+18,Thu Mar 05 02:36:39 +0000 2020,@DoTheLocalThing Aren’t you ashamed to be a Black man advocating for voter suppression. Embarrassing.   Oh and by the way I’m more politically aligned with Warren aka the voter y’all out here begging for.
,214548,1.23578E+18,Fri Mar 06 03:55:27 +0000 2020,"@DylanJCross92 @JordanChariton @BernieSanders Plus Bernie probably has much more support than we even know bc of #electionfraud and voter suppression. I think he likely won Massachusetts and would have won Texas, for starters. I hope the campaign is pursueing these results."
,50096,1.23466E+18,Tue Mar 03 01:41:20 +0000 2020,Abrams is incredibly smart and capable. @ehillgarrett @PalmerReport She’s doing more against voter suppression that anyone else in the history of our country. Give me a good reason for a no on Abrams.
,156918,1.23532E+18,Wed Mar 04 21:28:49 +0000 2020,"It's gonna get worse...Republican Trumpists are teriffic at voter suppression and all things Machiavellian. Everyone needs to hound Republican governors in states where voter suppression occurs regularly, like Texas, Georgia, N. Carolina...you know who you are, like @GovAbbott. Texas voter had to wait in line for nearly seven hours until he was able to cast his ballot.   He finally managed to vote at 1:30 a.m. and then told reporters that he was heading straight to his night shift at work, which he was already late for. https://t.co/6QKrEjtD77"
,40758,1.23454E+18,Mon Mar 02 17:53:02 +0000 2020,@KyleKulinski @TomSteyer  can u please 🙏🙏 put your money into lawyers to fight this. And other attempts at voter suppression
,81280,1.23509E+18,Wed Mar 04 06:35:24 +0000 2020,@JuliansRum @Olga22481803 Keep voter fraud to a minimum..Which is difficult there I think Trump does have a chance in CA
,222076,1.236E+18,Fri Mar 06 18:58:13 +0000 2020,"@rip_wheeler @BeamRobbie @OregonGovBrown I prefer more reputable sources like the late OR SoS Dennis Richardson who, before his death, issued his finding that voter fraud is exceedingly rare in OR and that he discovered ZERO incidents of non citizens voting. My eyes are open but they are not clouded."
,28492,1.23431E+18,Mon Mar 02 02:51:45 +0000 2020,Get u someone who will commit voter fraud with you. That’s true friendship. 😤😤 @achaoticone Finally a tru friend
,178211,1.2354E+18,Thu Mar 05 02:54:59 +0000 2020,"Suddenly they don’t like police harassment, but they still love the voter suppression"
,191039,1.23555E+18,Thu Mar 05 12:56:54 +0000 2020,"@Bernie2020WH @progressvoice HRC won by 3M votes. Only reason she lost Penn, Wis, and Mich is third party votes, and voter suppression.  Each of those states were lost by less than 1% well under the # of 3rd party votes for Stein, etc, write in votes for BS, and straight up votes for T by BS supporters."
,220559,1.23598E+18,Fri Mar 06 17:13:31 +0000 2020,"Mass Incarceration,  voter suppression? LA just became Mississippi. No offense meant Mississippi. In the last 5 years, the LA DA’s office has sent more people to death row than the states of Georgia, Louisiana, Mississippi, Tennessee and Virginia combined."
,23392,1.23426E+18,Sun Mar 01 23:49:12 +0000 2020,"@Howyabeen1 I do believe that because it would give them the advantage. Literally the same people like Bernie, was saying strong borders years ago. Now it’s open borders for them. And it’s not voter suppression if it’s affecting both sides."
,103394,1.23519E+18,Wed Mar 04 12:57:18 +0000 2020,@ACLU This is great but could you guys please help the american people sue for voter suppression in various states? Its absolutely racist and disastrous for all of our rights!
,190748,1.23555E+18,Thu Mar 05 12:45:14 +0000 2020,One of the many things what’s wrong with California Are California voters stupid OR do we have a massive voter fraud and election integrity issue in this state? I’ll discuss my findings on @foxandfriends in 10 mins. https://t.co/wRjlKeKI0A
,8307,1.23415E+18,Sun Mar 01 16:24:35 +0000 2020,@jaketapper Because he know's the establishment like you will try to rig it for him. News flash if it's rigged Trump will win for sure  because millions won't vote in a rigged election.
,60057,1.23495E+18,Tue Mar 03 20:57:17 +0000 2020,@Willie700WLW Republicans like voter suppression  https://t.co/ju9cHXG613 Your #SuperTuesday reminder that Mitch McConnell and Senate Republicans blocked a bill (HR 1) to enact automatic voter registration and make Election Day a holiday.  It really shows how scared to death they are of the American people actually having a say in our democracy.
,27660,1.2343E+18,Mon Mar 02 02:15:26 +0000 2020,"For Abrams, create an oversight position-have her oversee FEC! @ehillgarrett @PalmerReport She’s doing more against voter suppression that anyone else in the history of our country. Give me a good reason for a no on Abrams."
,47215,1.23461E+18,Mon Mar 02 22:31:19 +0000 2020,"When a handgun license is an acceptable form of voter identification but a student ID is not, voter suppression is the only explanation. If Republicans are so sure they have a winning agenda, they need to let people vote. https://t.co/QvYR6iM0ZQ"
,159774,1.23533E+18,Wed Mar 04 22:06:05 +0000 2020,"also, the turnout of new voters for Biden was higher than Bernie. the youth vote was down for Bernie in many states from '16. there's still voter suppression all over the place and none of that takes into account party shenanigans."
,103967,1.23519E+18,Wed Mar 04 13:02:33 +0000 2020,"The Bernie or bust and voter suppression trends are idiots parroting MAGA and Russian interference. They’ve learned nothing. This makes me even less likely to support Bernie. If he gets the nom, I’m out. I’ll vote against Trump, but I’m out. Fuck Bernie &amp; Fuck Trump."
,122200,1.23523E+18,Wed Mar 04 15:44:10 +0000 2020,A seven hour wait to vote is de facto voter suppression The last voter at Texas Southern University has walked out of the voting booth. It took Hervis Rogers nearly 7 hours to vote tonight. #supertuesday2020 https://t.co/kEQ0HgPZHg
,57878,1.23492E+18,Tue Mar 03 19:09:17 +0000 2020,@jdcapelouto @ASFleischman Why do these GOP idiots believe this fucking narrative of voter fraud and how the russians arent helping trump.  The Fuck is wrong with them?
,54033,1.23482E+18,Tue Mar 03 12:47:59 +0000 2020,"Many #USPeople were not fooled by Obama. In 2007-2008 many USPeople warned USA that O uses felony Illegal USGov IDs &amp; O is a USEnemy who works w/ USEnemies to destroy &amp; overthrow USGov,USMilitary,USTreasury,USBiz's &amp; USPeople.O got in office bc of voter fraud &amp; ballot count fraud Obama USED us! Obama FOOLED us.  He used his color to get the black vote and he forgot all about us.  President @realDonaldTrump has done so much for the black community! I’m starting to think he’s black!  LETS GET A DNA TEST DONE!  Thank you Mr. President https://t.co/O7jKYbhilA"
,17442,1.23423E+18,Sun Mar 01 21:37:00 +0000 2020,"@BarbMcQuade @NormEisen Yes, kudos. Now please kick Dem leadership to impeach again. Your country depends on it. Also open investigations into election security and voter suppression."
,198046,1.23561E+18,Thu Mar 05 16:42:20 +0000 2020,@SandersAlabama @Salem4Congress The Dem establishment has no problem with voter suppression as long as it suppresses poor people turn out.
,9291,1.23417E+18,Sun Mar 01 17:29:22 +0000 2020,"@ZabbiaA @BernieSanders My sincere hope is that the toxic, anti-Democratic and anti-American voter suppression party, the GOP, will get flushed after a big loss in 2020, and the Democratic Party will splinter into the Progressives/Greens and the Donkeys (Old Dems). . ."
,132930,1.23526E+18,Wed Mar 04 17:36:12 +0000 2020,@TheMittani so is voter suppression of Black people but they turned out.
,72079,1.23508E+18,Wed Mar 04 05:33:57 +0000 2020,"@TeamPelosi @YNB Madam Speaker, we need to fix the voter suppression that very long lines like those in Texas and California represent. Before November. By court orders if necessary. Please."
,38754,1.23451E+18,Mon Mar 02 16:19:08 +0000 2020,"Stacey Abram has started a ""get out the black votes"" and working to get gerrymandered lines redrawn, and voter suppression fixed. This is after losing the governor vote in 2018. I believe in Georgia. @PalmerReport Kamala VP Schiff AG Steyer EPA No Bernie  I don't know Stacey Abrams' strong suits. We don't hear her name very much, here in New England. 🤔"
,173678,1.23538E+18,Thu Mar 05 01:32:28 +0000 2020,"Those who suspect voter fraud of any kind should call the United States Attorney’s Office at 225-389-0443, or call 225-955-8283 if the suspected fraud occurs on Election Day during polling hours. I teach juniors in a public school district in a state that, by law, has to accept any student regardless of citizenship.   Many of my students will be able to vote this year &amp; a day Is scheduled for them to register. All they need is thier school ID. What can I do about this? https://t.co/RghMDMM5Kq"
,190920,1.23555E+18,Thu Mar 05 12:52:32 +0000 2020,Donald Trump going to prison will be a more globally celebrated event than the death of Osama bin Laden.   Let's ensure that outcome. Stay on top of your voter registration as the GOP is all in on voter suppression.  https://t.co/YTRisv0l9n
,106015,1.23519E+18,Wed Mar 04 13:20:50 +0000 2020,Someone needs to sue Texas for voter suppression and California for incompetence.
,5905,1.23411E+18,Sun Mar 01 13:29:24 +0000 2020,"@urbanevol I wonder how many black voters not able to vote for many reasons - voter suppression,  no access to voting, no time etc. This must be common in all states. But if they do come out, I think it will be different in SC @snappysparrowmh what do u think?"
,60242,1.23495E+18,Tue Mar 03 21:05:25 +0000 2020,Mitch McConnell's Do-Nothing Republicans have blocked:  —A fair impeachment trial —A SCOTUS nominee —Democracy legislation —Clean energy investments —Gun control —A $15 minimum wage  #SuperTuesday seems like a good day to remind you that we can also vote them out in November. https://t.co/3utHLLRmXo
,188268,1.23552E+18,Thu Mar 05 10:43:10 +0000 2020,"@olusogaowoeye So it is Okay if the person is your benefactor? The other person too is a source of income to others. Let them keep playing each other until the true yorubas who love their people  come forth ,Not all those who glamorise thuggery,election rigging,playing of ethnic cards etc"
,118923,1.23522E+18,Wed Mar 04 15:12:15 +0000 2020,@marceelias We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot
,86043,1.2351E+18,Wed Mar 04 07:24:35 +0000 2020,@chrislhayes @AnaKasparian This is so Texas - it’ll be blue soon enough and voter suppression efforts will fade
,100975,1.23518E+18,Wed Mar 04 12:31:36 +0000 2020,@ryangrim @majorityfm The bad news is voter suppression and a massive overhaul of anti Bernie propaganda.
,114590,1.23521E+18,Wed Mar 04 14:35:46 +0000 2020,@jjtweet @ElijhaIsBlessed @BernieSanders A black Trump supporter who is fine with the voter suppression in CA and TX against minority voters? You can’t be real
,209203,1.2357E+18,Thu Mar 05 23:00:28 +0000 2020,"realizing that most voters don’t care about voter suppression, the DNC, rigging super delegates, real issues, senate voting history, or dementia.  They just want the Obama white dude  and that may be what we deserve"
,126788,1.23524E+18,Wed Mar 04 16:29:28 +0000 2020,"@RideOrDie7474 @internetaccoun5 @BernieSanders Yeah, the polls are unreliable. You should read about voter suppression in Texas though. Harder for poor people to vote. This isn't a coincidence"
,197616,1.2356E+18,Thu Mar 05 16:26:48 +0000 2020,"@FirstHonduras @axleblazeSA @michaelianblack Oh honey, I am WELL versed in voter suppression. Talk to anyone who volunteered or worked for the Abrams campaign in 18. No one on the left is scoffing at disenfranchisement. That doesn't explain the other states, or the demographic breakdowns."
,138297,1.23527E+18,Wed Mar 04 18:38:41 +0000 2020,.@BernieSanders is the best chance for biggest voter turnout against Republican voter suppression and Trump.  Trump won’t debate Bernie. Trump can’t run to the left of Bernie.  Trump will run to the left of Biden. Just like he did against HC.  #Bernie2020 https://t.co/kNdanIpAaU
,237974,1.23637E+18,Sat Mar 07 19:29:19 +0000 2020,"@Theophite @AtticusGF For some people, the census is a once every five years opportunity to get a little voter suppression in. They will probably want to go ahead with it."
,62744,1.23499E+18,Tue Mar 03 23:37:02 +0000 2020,"#QAnon February news brought to you by Eye Drop Media and We (are the Real News now) the people. #DigitalSoldiersWorldwide override of Mockingbird Media fear, Panic, False Narrative. What are We Witnessing Patriots? Dark to Light #GreatAwakening  https://t.co/vxHoNkxZZ1  🇺🇸✝️🇺🇸 @MAJMO50 @Anthony87918622 @Tractor444 @RedDragonFly19 @QArmyInfo @XHawk80 @jandennis1955 @liltilgerlil @BPPope @Michaelcraddo16 @45HarisonHarold @robin_ked @PhilZantos @GregoryJHall1 @TheeSib @LizzyHock1963 @luvmypittys @bbl58 @QuincyA17 @macv58 @TresaBridges @WWG1WGA @lazyishhound @Shayarm @donnie_maga @DRottiemom @Jingoman111 @mbees39 @AmericAnon57 @ThoseCofers @Alphaa16147110 @TrumpCanuck @santori_lisa @VonYugen @kimbetech @sandykennedy55 @jakkedup1 @kiwisquaw @nscrowba @DebbieS00267284 @SpankyTheDog1 @Fairbanks357 @PunkyPaneteddo @jonathan_wcm @Lynnstueber @LadyRebel144 @DemonteAnna @realDonaldTrump @POTUS #WeAreTheNewsNow #Q #EyeOpenNews #EyeDropNews #FebruaryReview #SuperTuesday  #coronavirus 👁️💧📰 Quick review of February News. Music by @TrumpCanuck  💥💥💥💥💥💥💥💥💥 https://t.co/p7legSwXMf"
,127520,1.23524E+18,Wed Mar 04 16:36:40 +0000 2020,@JoeNBC We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot
,186312,1.23547E+18,Thu Mar 05 07:21:30 +0000 2020,@KathyTu57558497 @tracyDa34033517 @JoeFreedomLove @AnthemRespect @Lrihendry huge company in Texas can make these very fast If one state just start this it would catch on Dems claim Republicans will cheat Republicans claim Dems will cheat Voter ID with thumb print and photo would stop voter fraud  #voterID  #voterIDnow https://t.co/Lj2hTaMJM8
,43968,1.23456E+18,Mon Mar 02 19:39:20 +0000 2020,"Voter Fraud an illegals Voting, That will be President Trump's Biggest Problem.. We have already seen what happened with Democrats in The First State.. I, for one, won't be happy if this election is tainted, by illegal votes, seditiously conspired against  or STOLEN from President Trump. I will then become the RESISTANCE... who joins me ?"
,236395,1.23635E+18,Sat Mar 07 17:46:58 +0000 2020,"friends if you live in the next states taht are voting PWEASEE bring snacks and a power bank charger, bring a speaker and play a movie bc if we get shit like texas and cali voter suppression the least we can be is prepareD"
,69783,1.23507E+18,Wed Mar 04 05:17:03 +0000 2020,Is the CoronA virus just a voter suppression tactic? Find out next time on DBZ... en español
,53824,1.23482E+18,Tue Mar 03 12:27:17 +0000 2020,"@berniebroette @ninaturner @ChuckRocha They've done this garden variety voter suppression so much, many of us have just started to treat it as another hurdle that's baked in. But it is still deeply anti-democratic. Just another reason the whole system needs to be reset under #PresidentSanders"
,195655,1.23559E+18,Thu Mar 05 15:21:33 +0000 2020,@largest_son @howdidwegether8 @chaotikphantom @elseedubya @RyBoy87 @MJDraperBlake @_marymary7 @ziibiing Right! The baked-in oppression of terrified white folks is enraging. Shame on Republicans for rigging elections via voter suppression and gerrymandering.  But this precludes people from early voting in states which allow it?
,235899,1.23634E+18,Sat Mar 07 17:20:07 +0000 2020,"Now that I have fully participated in this thing, let me now tell you why that thing sucks and should be destroyed Now that I’m officially no longer an organizer, take it from me: The Iowa Caucuses are a quintessential example of voter suppression, plain and simple.   Not only should Iowa not go first, but the caucuses should be abolished"
,119500,1.23522E+18,Wed Mar 04 15:17:39 +0000 2020,We need Bloomberg &amp; Steyer to:  Help stop voter suppression  Get voters to their voting place when suppression is happening  Blast the airwaves with anti tRump ads  Go on news shows &amp; show the voter suppression in real time  #VOTEBLUENOMATTERWHO up &amp; down the ballot Bloomberg is out  #SuperTuesdsy https://t.co/6bfCKbpvix
,84968,1.2351E+18,Wed Mar 04 07:12:05 +0000 2020,@washingtonpost Journalists need to seriously highlight what Texas has done to suppress voter turnout still further in Black and Latino areas. No other party in the democratic world engages in voter suppression  as its primary modus  operandi. https://t.co/cLbBD7hqnr
,162959,1.23534E+18,Wed Mar 04 22:45:15 +0000 2020,@NYinLA2121 Uhhhh ya I don't think Bernie agreed to have polling places in districts with rising black and latino populations either be closed or really backed up. Its called voter suppression. https://t.co/kGpA2omroP
,123867,1.23523E+18,Wed Mar 04 16:01:48 +0000 2020,god damn voter suppression!
,168466,1.23536E+18,Thu Mar 05 00:09:40 +0000 2020,"@llambchops CONTINUED  As to the issue of voter fraud...  I have long advocated to add voter fraud to the sedition statute and to punish it accordingly, to include the imposition of the death penalty.  A bus full of illegals going to vote illegally is a bus driving to the TDCJ death chamber!"
